"plot_id","plot_name","subplot","target","point_id","lon","lat","ground_elev","antenna_elev","target_offset","target_elev","country","utm","centre"
"ABG_2","P2","S5","T1","P2S5T1",480012.2514,8329064.5124,1259.9007,0.609,0.165,1260.6747,"AGO","33S",FALSE
"ABG_2","P2","S5","T2","P2S5T2",480003.3428,8329058.414,1259.8521,0.672,0.165,1260.6891,"AGO","33S",FALSE
"ABG_2","P2","S5","T3","P2S5T3",479992.9388,8329068.0873,1259.4389,0.587,0.165,1260.1909,"AGO","33S",FALSE
"ABG_2","P2","S5","T4","P2S5T4",480000.8747,8329076.4214,1259.4603,0.551,0.165,1260.1763,"AGO","33S",FALSE
"ABG_2","P2","S5","TC","P2S5TC",480002.1317,8329067.7773,1259.5707,0.585,0.165,1260.3207,"AGO","33S",TRUE
"ABG_2","P2","S6","T1","P2S6T1",479989.5371,8329091.843,1258.6468,0.677,0.165,1259.4888,"AGO","33S",FALSE
"ABG_2","P2","S6","T2","P2S6T2",479981.6305,8329080.6498,1258.9212,0.624,0.165,1259.7102,"AGO","33S",FALSE
"ABG_2","P2","S6","T3","P2S6T3",479970.4127,8329091.1061,1258.3881,0.66,0.165,1259.2131,"AGO","33S",FALSE
"ABG_2","P2","S6","TC","P2S6TC",479980.5482,8329090.8218,1258.6073,0.692,0.165,1259.4643,"AGO","33S",TRUE
"ABG_2","P2","S7","T1","P2S7T1",479964.33,8329064.28,1259.2237,0.644,0.165,1260.0327,"AGO","33S",FALSE
"ABG_2","P2","S7","T2","P2S7T2",479956.7869,8329060.8979,1259.2117,0.641,0.165,1260.0177,"AGO","33S",FALSE
"ABG_2","P2","S7","T3","P2S7T3",479947.1594,8329067.8423,1258.8413,0.63,0.165,1259.6363,"AGO","33S",FALSE
"ABG_2","P2","S7","T4","P2S7T4",479958.3773,8329079.0832,1258.5508,0.654,0.165,1259.3698,"AGO","33S",FALSE
"ABG_2","P2","S7","TC","P2S7TC",479954.6792,8329066.784,1259.0135,0.719,0.165,1259.8975,"AGO","33S",TRUE
"ABG_2","P2","S8","T2","P2S8T2",479976.7442,8329034.8484,1260.2852,0.64,0.165,1261.0902,"AGO","33S",FALSE
"ABG_2","P2","S8","T3","P2S8T3",479968.1033,8329047.1981,1259.757,0.643,0.165,1260.565,"AGO","33S",FALSE
"ABG_2","P2","S8","T4","P2S8T4",479980.8455,8329052.0173,1259.7343,0.676,0.165,1260.5753,"AGO","33S",FALSE
"ABG_2","P2","S8","TC","P2S8TC",479977.3494,8329042.435,1259.9864,0.645,0.165,1260.7964,"AGO","33S",TRUE
"ABG_2","P2","S9","T1","P2S9T1",480006.917,8329021.5923,1260.944,0.629,0.165,1261.738,"AGO","33S",FALSE
"ABG_2","P2","S9","T2","P2S9T2",480004.972,8329013.1652,1261.1079,0.65,0.165,1261.9229,"AGO","33S",FALSE
"ABG_2","P2","S9","T3","P2S9T3",479994.7463,8329015.3492,1260.9611,0.69,0.165,1261.8161,"AGO","33S",FALSE
"ABG_2","P2","S9","T4","P2S9T4",479999.7345,8329026.6482,1260.6734,0.666,0.165,1261.5044,"AGO","33S",FALSE
"ABG_2","P2","S9","TC","P2S9TC",479999.4524,8329015.2754,1261.0396,0.56,0.165,1261.7646,"AGO","33S",TRUE
"ABG_3","P3","S9","T3","P3S9T3",489394.4442,8320242.2048,1223.8633,0.723,0.165,1224.7513,"AGO","33S",FALSE
"ABG_3","P3","S9","T4","P3S9T4",489393.3018,8320254.9449,1224.3918,0.662,0.165,1225.2188,"AGO","33S",FALSE
"ABG_4","P4","S1","T1","P4S1T1",492039.8735,8323677.0319,1224.4733,0.643,0.165,1225.2813,"AGO","33S",FALSE
"ABG_4","P4","S1","T2","P4S1T2",492041.0959,8323669.5607,1224.6589,0.61,0.165,1225.4339,"AGO","33S",FALSE
"ABG_4","P4","S1","T3","P4S1T3",492031.6213,8323663.0449,1224.2187,0.661,0.165,1225.0447,"AGO","33S",FALSE
"ABG_4","P4","S1","T4","P4S1T4",492030.7355,8323673.7502,1224.0543,0.658,0.165,1224.8773,"AGO","33S",FALSE
"ABG_4","P4","S1","TC","P4S1TC",492037.5769,8323667.9867,1224.5184,0.666,0.165,1225.3494,"AGO","33S",TRUE
"ABG_4","P4","S2","T2","P4S2T2",492078.8892,8323669.6278,1226.3527,0.596,0.165,1227.1137,"AGO","33S",FALSE
"ABG_4","P4","S2","T4","P4S2T4",492063.5965,8323684.2396,1225.5802,0.61,0.165,1226.3552,"AGO","33S",FALSE
"ABG_4","P4","S2","TC","P4S2TC",492072.5446,8323676.6475,1226.1138,0.605,0.165,1226.8838,"AGO","33S",TRUE
"ABG_4","P4","S3","T1","P4S3T1",492109.5452,8323690.996,1227.8001,0.63,0.165,1228.5951,"AGO","33S",FALSE
"ABG_4","P4","S3","T2","P4S3T2",492110.4364,8323676.8452,1227.8692,0.652,0.165,1228.6862,"AGO","33S",FALSE
"ABG_4","P4","S3","T3","P4S3T3",492100.9542,8323676.9179,1227.3653,0.643,0.165,1228.1733,"AGO","33S",FALSE
"ABG_4","P4","S3","T4","P4S3T4",492095.8153,8323688.7849,1227.1315,0.632,0.165,1227.9285,"AGO","33S",FALSE
"ABG_4","P4","S4","T1","P4S4T1",492117.3375,8323660.32,1228.3819,0.601,0.165,1229.1479,"AGO","33S",FALSE
"ABG_4","P4","S4","T2","P4S4T2",492122.6376,8323651.2046,1228.4188,0.651,0.165,1229.2348,"AGO","33S",FALSE
"ABG_4","P4","S4","T3","P4S4T3",492111.6192,8323644.2658,1228.0069,0.662,0.165,1228.8339,"AGO","33S",FALSE
"ABG_4","P4","S4","T4","P4S4T4",492106.8909,8323656.5526,1227.7282,0.655,0.165,1228.5482,"AGO","33S",FALSE
"ABG_4","P4","S4","TC","P4S4TC",492115.0605,8323651.4767,1228.0949,0.649,0.165,1228.9089,"AGO","33S",TRUE
"ABG_4","P4","S5","T1","P4S5T1",492088.6794,8323652.8228,1226.9305,0.665,0.165,1227.7605,"AGO","33S",FALSE
"ABG_4","P4","S5","T2","P4S5T2",492090.6797,8323636.4908,1227.1351,0.684,0.165,1227.9841,"AGO","33S",FALSE
"ABG_4","P4","S5","T3","P4S5T3",492076.7321,8323633.0343,1226.5627,0.692,0.165,1227.4197,"AGO","33S",FALSE
"ABG_4","P4","S5","T4","P4S5T4",492075.4131,8323651.3269,1226.4112,0.671,0.165,1227.2472,"AGO","33S",FALSE
"ABG_4","P4","S5","TC","P4S5TC",492081.9921,8323643.732,1226.7766,0.665,0.165,1227.6066,"AGO","33S",TRUE
"ABG_4","P4","S6","T1","P4S6T1",492051.7865,8323640.4913,1225.4946,0.6,0.165,1226.2596,"AGO","33S",FALSE
"ABG_4","P4","S6","T2","P4S6T2",492053.1058,8323626.2003,1224.813,0.643,0.165,1225.621,"AGO","33S",FALSE
"ABG_4","P4","S6","T3","P4S6T3",492040.3213,8323623.9903,1228.4269,0.638,0.165,1229.2299,"AGO","33S",FALSE
"ABG_4","P4","S6","T4","P4S6T4",492035.9461,8323640.1051,1225.8966,0.61,0.165,1226.6716,"AGO","33S",FALSE
"ABG_4","P4","S6","TC","P4S6TC",492046.382,8323632.4848,1225.4001,0.601,0.165,1226.1661,"AGO","33S",TRUE
"ABG_4","P4","S7","T1","P4S7T1",492062.0376,8323608.4278,1226.1854,0.629,0.165,1226.9794,"AGO","33S",FALSE
"ABG_4","P4","S7","T2","P4S7T2",492066.4038,8323593.9848,1226.4798,0.675,0.165,1227.3198,"AGO","33S",FALSE
"ABG_4","P4","S7","T3","P4S7T3",492051.2248,8323593.7308,1225.9863,0.695,0.165,1226.8463,"AGO","33S",FALSE
"ABG_4","P4","S7","T4","P4S7T4",492051.0986,8323609.9371,1225.8589,0.702,0.165,1226.7259,"AGO","33S",FALSE
"ABG_4","P4","S7","TC","P4S7TC",492054.6417,8323601.036,1225.9995,0.683,0.165,1226.8475,"AGO","33S",TRUE
"ABG_4","P4","S8","T1","P4S8T1",492093.5985,8323617.2188,1227.4061,0.731,0.165,1228.3021,"AGO","33S",FALSE
"ABG_4","P4","S8","T2","P4S8T2",492095.0894,8323607.6953,1227.5034,0.611,0.165,1228.2794,"AGO","33S",FALSE
"ABG_4","P4","S8","T3","P4S8T3",492080.5089,8323606.986,1226.9638,0.7,0.165,1227.8288,"AGO","33S",FALSE
"ABG_4","P4","S8","T4","P4S8T4",492083.8697,8323615.2707,1226.9419,0.732,0.165,1227.8389,"AGO","33S",FALSE
"ABG_4","P4","S9","T1","P4S9T1",492125.984,8323624.2734,1228.594,0.653,0.165,1229.412,"AGO","33S",FALSE
"ABG_4","P4","S9","T2","P4S9T2",492130.6675,8323613.7507,1228.8074,0.608,0.165,1229.5804,"AGO","33S",FALSE
"ABG_4","P4","S9","T3","P4S9T3",492116.8982,8323611.2888,1228.2182,0.67,0.165,1229.0532,"AGO","33S",FALSE
"ABG_5","P5","S4","T1","P5S4T1",475383.4992,8327824.1053,1265.9651,0.759,0.165,1266.8891,"AGO","33S",FALSE
"ABG_5","P5","S4","T2","P5S4T2",475391.696,8327813.4774,1265.5743,0.673,0.165,1266.4123,"AGO","33S",FALSE
"ABG_5","P5","S4","T3","P5S4T3",475374.8661,8327802.5153,1265.138,0.786,0.165,1266.089,"AGO","33S",FALSE
"ABG_5","P5","S4","T4","P5S4T4",475371.7324,8327813.8532,1265.5349,0.746,0.165,1266.4459,"AGO","33S",FALSE
"ABG_5","P5","S4","TC","P5S4TC",475380.8654,8327813.4484,1265.5652,0.725,0.165,1266.4552,"AGO","33S",TRUE
"ABG_5","P5","S5","T1","P5S5T1",475362.9011,8327797.5906,1264.8394,0.785,0.165,1265.7894,"AGO","33S",FALSE
"ABG_5","P5","S5","T2","P5S5T2",475355.5076,8327785.8098,1264.3388,0.75,0.165,1265.2538,"AGO","33S",FALSE
"ABG_5","P5","S5","T3","P5S5T3",475345.2895,8327786.0922,1264.4379,0.792,0.165,1265.3949,"AGO","33S",FALSE
"ABG_5","P5","S5","T4","P5S5T4",475340.5959,8327796.5142,1264.6042,0.722,0.165,1265.4912,"AGO","33S",FALSE
"ABG_5","P5","S5","TC","P5S5TC",475350.1126,8327798.1382,1264.9831,0.765,0.165,1265.9131,"AGO","33S",TRUE
"ABG_5","P5","S1","T1","P5S1T1",475305.3938,8327813.7666,1264.7015,0.752,0.165,1265.6185,"AGO","33S",FALSE
"ABG_5","P5","S1","T2","P5S1T2",475309.3154,8327800.1818,1263.9562,0.787,0.165,1264.9082,"AGO","33S",FALSE
"ABG_5","P5","S1","T3","P5S1T3",475298.9907,8327794.8421,1263.6489,0.734,0.165,1264.5479,"AGO","33S",FALSE
"ABG_5","P5","S1","T4","P5S1T4",475294.4751,8327811.4877,1264.1902,0.75,0.165,1265.1052,"AGO","33S",FALSE
"ABG_5","P5","S1","TC","P5S1TC",475300.7456,8327805.1831,1264.0943,0.765,0.165,1265.0243,"AGO","33S",TRUE
"ABG_5","P5","S2","T1","P5S2T1",475333.6606,8327831.8059,1267.4787,0.751,0.165,1268.3947,"AGO","33S",FALSE
"ABG_5","P5","S2","T2","P5S2T2",475335.7625,8327817.7467,1265.552,0.751,0.165,1266.468,"AGO","33S",FALSE
"ABG_5","P5","S2","T3","P5S2T3",475325.381,8327813.136,1265.2982,0.781,0.165,1266.2442,"AGO","33S",FALSE
"ABG_5","P5","S2","T4","P5S2T4",475319.1792,8327832.5733,1265.5288,0.781,0.165,1266.4748,"AGO","33S",FALSE
"ABG_5","P5","S2","TC","P5S2TC",475330.6681,8327826.3179,1267.3743,0.745,0.165,1268.2843,"AGO","33S",TRUE
"ABG_5","P5","S3","T1","P5S3T1",475352.4924,8327850.9786,1267.4155,0.795,0.165,1268.3755,"AGO","33S",FALSE
"ABG_5","P5","S3","T2","P5S3T2",475369.6597,8327848.1769,1267.0824,0.757,0.165,1268.0044,"AGO","33S",FALSE
"ABG_5","P5","S3","T3","P5S3T3",475366.8521,8327837.6456,1266.7562,0.691,0.165,1267.6122,"AGO","33S",FALSE
"ABG_5","P5","S3","T4","P5S3T4",475349.0454,8327838.1984,1266.657,0.73,0.165,1267.552,"AGO","33S",FALSE
"ABG_5","P5","S3","TC","P5S3TC",475361.301,8327842.8702,1267.2262,0.739,0.165,1268.1302,"AGO","33S",TRUE
"ABG_5","P5","S6","T1","P5S6T1",475330.0311,8327778.7432,1263.5823,0.741,0.165,1264.4883,"AGO","33S",FALSE
"ABG_5","P5","S6","T2","P5S6T2",475328.2811,8327770.8186,1263.1168,0.762,0.165,1264.0438,"AGO","33S",FALSE
"ABG_5","P5","S6","T3","P5S6T3",475312.6054,8327774.1443,1263.0793,0.77,0.165,1264.0143,"AGO","33S",FALSE
"ABG_5","P5","S6","T4","P5S6T4",475316.2801,8327786.8074,1263.5834,0.762,0.165,1264.5104,"AGO","33S",FALSE
"ABG_5","P5","S6","TC","P5S6TC",475320.2271,8327776.0119,1263.1913,0.764,0.165,1264.1203,"AGO","33S",TRUE
"ABG_5","P5","S7","T1","P5S7T1",475345.0677,8327754.651,1262.5577,0.739,0.165,1263.4617,"AGO","33S",FALSE
"ABG_5","P5","S7","T2","P5S7T2",475349.5359,8327740.0156,1261.9088,0.761,0.165,1262.8348,"AGO","33S",FALSE
"ABG_5","P5","S7","T3","P5S7T3",475337.458,8327733.8226,1261.4249,0.785,0.165,1262.3749,"AGO","33S",FALSE
"ABG_5","P5","S7","T4","P5S7T4",475325.0335,8327745.6062,1261.8184,0.691,0.165,1262.6744,"AGO","33S",FALSE
"ABG_5","P5","S7","TC","P5S7TC",475338.4341,8327746.1976,1262.061,0.737,0.165,1262.963,"AGO","33S",TRUE
"ABG_5","P5","S8","T1","P5S8T1",475370.3391,8327775.476,1263.7844,0.755,0.165,1264.7044,"AGO","33S",FALSE
"ABG_5","P5","S8","T2","P5S8T2",475381.6823,8327769.4514,1263.504,0.824,0.165,1264.493,"AGO","33S",FALSE
"ABG_5","P5","S8","T3","P5S8T3",475360.1339,8327758.2321,1262.8605,0.758,0.165,1263.7835,"AGO","33S",FALSE
"ABG_5","P5","S8","T4","P5S8T4",475355.452,8327767.4291,1263.2861,0.772,0.165,1264.2231,"AGO","33S",FALSE
"ABG_5","P5","S8","TC","P5S8TC",475370.8526,8327764.8044,1263.2694,0.782,0.165,1264.2164,"AGO","33S",TRUE
"ABG_5","P5","S9","T1","P5S9T1",475403.4598,8327786.5163,1264.2589,0.721,0.165,1265.1449,"AGO","33S",FALSE
"ABG_5","P5","S9","T2","P5S9T2",475409.7378,8327783.211,1263.9983,0.722,0.165,1264.8853,"AGO","33S",FALSE
"ABG_5","P5","S9","T3","P5S9T3",475388.903,8327774.2561,1263.7413,0.802,0.165,1264.7083,"AGO","33S",FALSE
"ABG_5","P5","S9","T4","P5S9T4",475392.6422,8327782.9446,1264.121,0.762,0.165,1265.048,"AGO","33S",FALSE
"ABG_5","P5","S9","TC","P5S9TC",475401.6255,8327781.1905,1264.0512,0.805,0.165,1265.0212,"AGO","33S",TRUE
"ABG_6","P6","S1","T1","P6S1T1",470317.475,8327683.0966,1279.1671,0.826,0.165,1280.1581,"AGO","33S",FALSE
"ABG_6","P6","S1","T2","P6S1T2",470318.2961,8327672.4364,1278.4378,0.831,0.165,1279.4338,"AGO","33S",FALSE
"ABG_6","P6","S1","T3","P6S1T3",470298.8117,8327671.9394,1277.2187,0.734,0.165,1278.1177,"AGO","33S",FALSE
"ABG_6","P6","S1","T4","P6S1T4",470298.6588,8327681.7898,1277.815,0.76,0.165,1278.74,"AGO","33S",FALSE
"ABG_6","P6","S1","TC","P6S1TC",470306.6777,8327675.1896,1277.4823,0.74,0.165,1278.3873,"AGO","33S",TRUE
"ABG_6","P6","S2","T1","P6S2T1",470352.7798,8327687.675,1280.0782,0.741,0.165,1280.9842,"AGO","33S",FALSE
"ABG_6","P6","S2","T2","P6S2T2",470352.3101,8327674.7869,1279.3259,0.742,0.165,1280.2329,"AGO","33S",FALSE
"ABG_6","P6","S2","T3","P6S2T3",470336.5884,8327670.902,1279.2034,0.771,0.165,1280.1394,"AGO","33S",FALSE
"ABG_6","P6","S2","T4","P6S2T4",470334.2232,8327686.0457,1279.8594,0.731,0.165,1280.7554,"AGO","33S",FALSE
"ABG_6","P6","S2","TC","P6S2TC",470341.3798,8327680.0873,1279.6091,0.756,0.165,1280.5301,"AGO","33S",TRUE
"ABG_6","P6","S3","T1","P6S3T1",470386.003,8327690.3942,1280.74,0.744,0.165,1281.649,"AGO","33S",FALSE
"ABG_6","P6","S3","T2","P6S3T2",470385.4951,8327680.2726,1280.1256,0.75,0.165,1281.0406,"AGO","33S",FALSE
"ABG_6","P6","S3","T3","P6S3T3",470370.1672,8327673.8147,1279.6475,0.743,0.165,1280.5555,"AGO","33S",FALSE
"ABG_6","P6","S3","T4","P6S3T4",470365.6815,8327694.2695,1280.6913,0.721,0.165,1281.5773,"AGO","33S",FALSE
"ABG_6","P6","S3","TC","P6S3TC",470376.2062,8327684.2662,1280.3743,0.764,0.165,1281.3033,"AGO","33S",TRUE
"ABG_6","P6","S4","T1","P6S4T1",470386.4647,8327656.9908,1278.6011,0.825,0.165,1279.5911,"AGO","33S",FALSE
"ABG_6","P6","S4","T2","P6S4T2",470385.6831,8327643.2331,1277.7898,0.822,0.165,1278.7768,"AGO","33S",FALSE
"ABG_6","P6","S4","T3","P6S4T3",470374.9006,8327642.5991,1277.6662,0.84,0.165,1278.6712,"AGO","33S",FALSE
"ABG_6","P6","S4","T4","P6S4T4",470373.1774,8327656.0193,1278.3755,0.86,0.165,1279.4005,"AGO","33S",FALSE
"ABG_6","P6","S4","TC","P6S4TC",470378.7341,8327648.0124,1277.9261,0.82,0.165,1278.9111,"AGO","33S",TRUE
"ABG_6","P6","S5","T1","P6S5T1",470350.8009,8327651.5242,1278.2449,0.788,0.165,1279.1979,"AGO","33S",FALSE
"ABG_6","P6","S5","T2","P6S5T2",470352.9941,8327639.9199,1277.4705,0.764,0.165,1278.3995,"AGO","33S",FALSE
"ABG_6","P6","S5","T3","P6S5T3",470332.7443,8327636.0906,1276.9195,0.776,0.165,1277.8605,"AGO","33S",FALSE
"ABG_6","P6","S5","T4","P6S5T4",470334.7161,8327652.1683,1277.894,0.796,0.165,1278.855,"AGO","33S",FALSE
"ABG_6","P6","S5","T5","P6S5T5",470344.6114,8327645.2226,1277.6923,0.756,0.165,1278.6133,"AGO","33S",TRUE
"ABG_6","P6","S6","T1","P6S6T1",470319.103,8327648.9006,1277.0701,0.75,0.165,1277.9851,"AGO","33S",FALSE
"ABG_6","P6","S6","T2","P6S6T2",470321.5593,8327636.0173,1276.53,0.769,0.165,1277.464,"AGO","33S",FALSE
"ABG_6","P6","S6","T3","P6S6T3",470303.171,8327634.3462,1275.6948,0.745,0.165,1276.6048,"AGO","33S",FALSE
"ABG_6","P6","S6","TC","P6S6TC",470310.5161,8327640.0089,1276.2878,0.699,0.165,1277.1518,"AGO","33S",TRUE
"ABG_6","P6","S7","T1","P6S7T1",470327.4582,8327605.9876,1275.2975,0.778,0.165,1276.2405,"AGO","33S",FALSE
"ABG_6","P6","S7","T2","P6S7T2",470323.4258,8327594.7938,1274.5968,0.829,0.165,1275.5908,"AGO","33S",FALSE
"ABG_6","P6","S7","T3","P6S7T3",470313.5533,8327592.2736,1274.2894,0.711,0.165,1275.1654,"AGO","33S",FALSE
"ABG_6","P6","S7","T4","P6S7T4",470308.4962,8327613.1394,1275.3201,0.686,0.165,1276.1711,"AGO","33S",FALSE
"ABG_6","P6","S7","TC","P6S7TC",470312.398,8327604.5971,1275.0197,0.66,0.165,1275.8447,"AGO","33S",TRUE
"ABG_6","P6","S8","T1","P6S8T1",470359.5396,8327611.2267,1275.6115,0.775,0.165,1276.5515,"AGO","33S",FALSE
"ABG_6","P6","S8","T2","P6S8T2",470361.2264,8327601.0332,1274.89,0.744,0.165,1275.799,"AGO","33S",FALSE
"ABG_6","P6","S8","T3","P6S8T3",470338.8151,8327598.9208,1274.9042,0.724,0.165,1275.7932,"AGO","33S",FALSE
"ABG_6","P6","S8","T4","P6S8T4",470337.3521,8327610.952,1275.5868,0.795,0.165,1276.5468,"AGO","33S",FALSE
"ABG_6","P6","S8","TC","P6S8TC",470346.7059,8327610.3766,1275.5373,0.822,0.165,1276.5243,"AGO","33S",TRUE
"ABG_6","P6","S9","T1","P6S9T1",470387.5389,8327620.0327,1276.0007,0.788,0.165,1276.9537,"AGO","33S",FALSE
"ABG_6","P6","S9","T2","P6S9T2",470386.3579,8327602.1843,1274.9465,0.755,0.165,1275.8665,"AGO","33S",FALSE
"ABG_6","P6","S9","T3","P6S9T3",470374.8422,8327605.0761,1275.4946,0.762,0.165,1276.4216,"AGO","33S",FALSE
"ABG_6","P6","S9","T4","P6S9T4",470375.8199,8327618.2406,1276.7376,0.828,0.165,1277.7306,"AGO","33S",FALSE
"ABG_6","P6","S9","TC","P6S9TC",470380.7689,8327614.2358,1278.7978,0.743,0.165,1279.7058,"AGO","33S",TRUE
"ABG_7","P7","S1","T2","P7S1T2",466881.7861,8327405.3721,1284.1306,0.635,0.165,1284.9306,"AGO","33S",FALSE
"ABG_7","P7","S1","T3","P7S1T3",466864.4396,8327407.5388,1284.8601,0.697,0.165,1285.7221,"AGO","33S",FALSE
"ABG_7","P7","S1","T4","P7S1T4",466867.9093,8327419.5061,1285.4829,0.679,0.165,1286.3269,"AGO","33S",FALSE
"ABG_7","P7","S1","TC","P7S1TC",466874.4474,8327410.8847,1284.6836,0.685,0.165,1285.5336,"AGO","33S",TRUE
"ABG_7","P7","S2","T1","P7S2T1",466919.2199,8327414.2422,1285.007,0.677,0.165,1285.849,"AGO","33S",FALSE
"ABG_7","P7","S2","T2","P7S2T2",466914.7044,8327403.1291,1283.9999,0.693,0.165,1284.8579,"AGO","33S",FALSE
"ABG_7","P7","S2","T3","P7S2T3",466903.41,8327402.8237,1283.7774,0.671,0.165,1284.6134,"AGO","33S",FALSE
"ABG_7","P7","S2","T4","P7S2T4",466903.5684,8327418.2785,1284.883,0.74,0.165,1285.788,"AGO","33S",FALSE
"ABG_7","P7","S2","TC","P7S2TC",466909.5806,8327407.7505,1284.2051,0.731,0.165,1285.1011,"AGO","33S",TRUE
"ABG_7","P7","S3","T1","P7S3T1",466951.8633,8327410.9929,1286.6126,0.713,0.165,1287.4906,"AGO","33S",FALSE
"ABG_7","P7","S3","T2","P7S3T2",466949.8496,8327394.2651,1285.4123,0.725,0.165,1286.3023,"AGO","33S",FALSE
"ABG_7","P7","S3","T3","P7S3T3",466937.1324,8327403.3408,1285.2144,0.732,0.165,1286.1114,"AGO","33S",FALSE
"ABG_7","P7","S3","T4","P7S3T4",466941.0355,8327412.3964,1286.0576,0.734,0.165,1286.9566,"AGO","33S",FALSE
"ABG_7","P7","S3","TC","P7S3TC",466946.7464,8327401.1487,1285.7228,0.691,0.165,1286.5788,"AGO","33S",TRUE
"ABG_7","P7","S4","T1","P7S4T1",466948.9173,8327371.2919,1283.7849,0.637,0.165,1284.5869,"AGO","33S",FALSE
"ABG_7","P7","S4","T2","P7S4T2",466945.1289,8327357.717,1282.4688,0.649,0.165,1283.2828,"AGO","33S",FALSE
"ABG_7","P7","S4","T3","P7S4T3",466938.494,8327363.209,1282.4532,0.701,0.165,1283.3192,"AGO","33S",FALSE
"ABG_7","P7","S4","T4","P7S4T4",466936.8056,8327373.8448,1283.062,0.667,0.165,1283.894,"AGO","33S",FALSE
"ABG_7","P7","S4","TC","P7S4TC",466942.9595,8327364.7509,1282.9272,0.69,0.165,1283.7822,"AGO","33S",TRUE
"ABG_7","P7","S5","T1","P7S5T1",466912.0467,8327376.8597,1282.1,0.721,0.165,1282.986,"AGO","33S",FALSE
"ABG_7","P7","S5","T2","P7S5T2",466913.1205,8327366.9277,1281.3641,0.7,0.165,1282.2291,"AGO","33S",FALSE
"ABG_7","P7","S5","T3","P7S5T3",466901.5351,8327365.5121,1281.2269,0.722,0.165,1282.1139,"AGO","33S",FALSE
"ABG_7","P7","S5","T4","P7S5T4",466898.4342,8327378.5752,1282.1037,0.69,0.165,1282.9587,"AGO","33S",FALSE
"ABG_7","P7","S5","TC","P7S5TC",466904.7212,8327370.7505,1281.5229,0.669,0.165,1282.3569,"AGO","33S",TRUE
"ABG_7","P7","S6","T1","P7S6T1",466878.4839,8327380.0707,1282.6585,0.695,0.165,1283.5185,"AGO","33S",FALSE
"ABG_7","P7","S6","T2","P7S6T2",466874.8343,8327368.3797,1282.3306,0.683,0.165,1283.1786,"AGO","33S",FALSE
"ABG_7","P7","S6","T3","P7S6T3",466859.9445,8327375.7767,1283.6681,0.683,0.165,1284.5161,"AGO","33S",FALSE
"ABG_7","P7","S6","T4","P7S6T4",466866.9564,8327384.3868,1283.5924,0.69,0.165,1284.4474,"AGO","33S",FALSE
"ABG_7","P7","S6","TC","P7S6TC",466869.0156,8327374.5012,1282.9596,0.679,0.165,1283.8036,"AGO","33S",TRUE
"ABG_7","P7","S7","T1","P7S7T1",466875.7269,8327338.6629,1281.0075,0.65,0.165,1281.8225,"AGO","33S",FALSE
"ABG_7","P7","S7","T2","P7S7T2",466865.187,8327330.5957,1281.49,0.695,0.165,1282.35,"AGO","33S",FALSE
"ABG_7","P7","S7","T3","P7S7T3",466856.19,8327337.8519,1282.3721,0.698,0.165,1283.2351,"AGO","33S",FALSE
